Character Name,Nationality,Ethnicity,Age,Born,Died,Eye color,Hair color,Skin color,Pronouns,Allies,Enemies,Weapon of choice,Profession,Position,Affiliation,First appearance,Last appearance,Voiced by
Changunak,Southern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,She/her,N/A,N/A,Water,N/A,N/A,N/A,Adventure Booklet 5:Water & Mist(only appearance),N/A,N/A
Chanyu,Earth Kingdom,Kiyat,37,N/A,N/A,Green,Black,Light,He/him,N/A,N/A,Earth,N/A,Leader of theLeague of Shattered Skulls,League of Shattered Skulls,Avatar: Realms Collide(only appearance),N/A,N/A
Chegu,Air Nomads,Air Nomad,N/A,N/A,N/A,Gray,Brown,Light,She/her,"Zeni,Bo,Ema,Sherab,Norbu,Roku",N/A,Air,N/A,Spirit Seer,N/A,Adventure Booklet 2:Fire & Brimstone(only appearance),N/A,N/A
Chen,"Date Grove,Earth Kingdom",Si Wong,N/A,N/A,N/A,Green,Black,Tan,He/him,Lek,Date Grove townsfolk,Earth,Criminal,N/A,N/A,"""Memories""(mentioned only)",N/A,N/A
Chen Lai,"Linsho,Fire Nation colonies",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,"""Restorationists""","""Loyalists"",Yeoh",Fire,Fisher,"Leader of Linsho's ""Restorationists""","""Restorationists""",Avatar Legends: The Roleplaying Game-Storm Over Linsho(only appearance),N/A,N/A
Chesa,Fire Nation colonies,Earth Kingdom,N/A,N/A,N/A,Green,Black,Tan,He/him,"Taiki,Lan,Kiku,Yuxuan,Qian Yu",N/A,Fire,N/A,N/A,N/A,Adventure Booklet 4:Air & Wind(only appearance),N/A,N/A
Chey,Fire Nation,Fire Nation,30,70AG,N/A,Brown,Brown,Light,He/him,"Jeong Jeong,Team Avatar",Fire Nation,Fire,Captain(defected),N/A,Fire Army(formerly),"""The Deserter""(only appearance)",N/A,John Kassir
Chidaw,Southern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Brown,Brown,He/him,"Jasmine Islanders,Hei-Ran","Mirlon,Fifth Nation",Water,MerchantSoldier,Leaderof theJasmine Island protectorsLeader of the Southern Water Tribe merchants on Jasmine IslandUpper classJasmine Island citizen,Jasmine Island protectors,Uncle Iroh's Adventure Guide(only appearance),N/A,N/A
Chihiro,Fire Nation colonies,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,"Kallika,Ginkgo,Ziyi,Toklo",N/A,Fire,N/A,N/A,N/A,Avatar Legends: The Roleplaying Game-Storm Over Linsho(only appearance),N/A,N/A
Chin,Earth Kingdom,Earth Kingdom,N/A,N/A,270BG,Green,Black,Light,He/him,His military,"AvatarKyoshi,46th Earth King, Earth Kingdom",Earth,N/A,ConquerorVillage leader[2]Warlord,N/A,"""Avatar Day""(flashback only)","""Sozin's Comet, Part 2: The Old Masters""(flashback only)",N/A
Chio,"Maizu Village,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Black,Black,Medium tan,She/her,Team Avatar,Fire Nation,Earth,N/A,N/A,N/A,"""Origami""(only appearance)",N/A,N/A
Chit Sang,Fire Nation,Fire Nation,35,N/A,N/A,Pale green,Black,Light,He/him,"Team Avatar,Hakoda,Suki,his friend, his girlfriend, more ...","Azula,Ty Lee,bully guard,the warden, Fire Nation",Fire,N/A,Fugitive,N/A,"""The Boiling Rock, Part 1""","""The Southern Raiders""",Ezekial Rollins
Chit Sang's friend,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"Sokka,Zuko,Suki,Chit Sang,Chit Sang's girlfriend, more ...","The warden,Fire Nation",Fire,N/A,N/A,N/A,"""The Boiling Rock, Part 1""(only appearance)",N/A,N/A
Chit Sang's girlfriend,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,"Sokka,Zuko,Suki, Chit Sang,Chit Sang's friend","The warden,Fire Nation",Fire,N/A,N/A,N/A,"""The Boiling Rock, Part 1""(only appearance)",N/A,N/A
Chiyou,Fire Nation,Fire Nation,N/A,N/A,N/A,Golden,Dark brown/white,Light,She/her,"Fire Warriors,Ukano,Zirin","Domestic Forces,Ty Lee",Fire,Fire Warrior,N/A,Fire Warriors,Smoke and Shadow Part Three,Azula in the Spirit Temple,N/A
Choi,"Bin-Er,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,Air Nomads,N/A,Earth,Wagon train driver,N/A,N/A,"""The Northern Air Temple""(only appearance)",N/A,N/A
Chong,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Tan,He/him,"Team Avatar, Lily,Moku,badgermoles",N/A,Earth,Entertainer,Nomad,Trustfully in Love(formerly),"""The Cave of Two Lovers""",Toph Beifong's Metalbending Academy,Dee Bradley Baker
Chow,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Light green,Dark gray,Light,He/him,Earth Kingdom,N/A,Earth,Fruit store vendor,N/A,N/A,"""The Earth Queen""","""The Ultimatum""",Carlos Alazraqui
Chukagnak,Northern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,She/her,N/A,N/A,Water,Pirate,Fifth Nation sub-commander,Fifth NationNorthern Water Tribe(formerly),Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Chung,"Republic City,United Republic",Republicans,60,N/A,N/A,Aqua,White,Light,He/him,AvatarKorra,Triple Threat Triad,N/A,Phonograph vendor,N/A,N/A,"""Welcome to Republic City""(only appearance)",N/A,Stephen Root
Circus trainer,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,Shuzumu,Appa,Fire,Animaltamer,N/A,Fire Nation circus,"""Appa's Lost Days""(only appearance)",N/A,Dwight Schultz
Combustion Man,Fire Nation,Fire Nation,N/A,N/A,100AG,Dark,Black,Light,He/him,"Hisraven eagle,Ozai,town authority, Fire Nation",Team Avatar,Fire,Assassin,Firebending master,Contract employer,"""The Headband""","""Combustion Man on a Train""",Greg Baldwin
Concerned evacuee,"Republic City,United Republic",Republicans,N/A,N/A,N/A,Brown,Brown,Tan,He/him,"Pema,Wu,badgermoles","Kuvira,Earth Empire soldiers",N/A,N/A,N/A,N/A,"""Day of the Colossus""(only appearance)",N/A,Dee Bradley Baker
Cong,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,Paper Lantern Gang,N/A,Earth,Criminal,Leader of the Paper Lantern GangMaster earthbender,Paper Lantern Gang,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Corncob guy,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Tan,He/him,Earth Kingdom,N/A,Earth,N/A,N/A,N/A,"""City of Walls and Secrets""(only appearance)",N/A,N/A
Council page,"Republic City,United Republic",Republicans,N/A,N/A,N/A,Green,Gray,Light,He/him,"AvatarKorra,Lin Beifong,Metalbending Police Force,United Republic Council","Tarrlok,Equalists",N/A,Page,Servant of Councilman Tarrlok(formerly),United Republic Council,"""The Voice in the Night""",Turf Wars Part Three,AJ Gentile
Dagmola,Western Air Temple,Air Nomad,70,N/A,N/A,Gray,White,Light,She/her,"Tsering,Jetsun,AvatarYangchen",N/A,Air,Nun,Abbess of the Western Air Temple,Air NomadsCouncil of Elders,"""Voices of the Past""","""Dreams Within Dreams""",N/A
Dai Li sergeant,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Gray,Light,He/him,"Dai Li,Earth QueenHou-Ting","Bolin,Jinora,Kai,Mako",Earth,Sergeant,Earthbending master,Earth Queen Hou-TingDai LiFirst Airbending Regiment(formerly),"""The Earth Queen""","""In Harm's Way""",Gary Cole
Dairin,Fire Nation,Fire Nation,N/A,N/A,295BG,Brown,Black,Light,He/him,"Zoryu,Rangi,Kyoshi,Hei-Ran,Caoli",Yun,Fire,Minister,ChancellorHead Palace Historian,Fire Nation,"""Cultural Diplomacy""","""Aftermath""",N/A
Dakou,WesternEarth Kingdom,Zhang,N/A,N/A,296BG,Green,Black,Light,He/him,"Zhang,Earth Sages,Hui","Gan Jin,Jianzhu",Earth,Earth Sage,N/A,Zhang,"""The Ambush""(only appearance)",N/A,N/A
Dalisay,"Ember Island,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Black,Brown,She/her,"Sozin,Kozaru",N/A,Fire,Scientist(specializes inmetallurgy),Agent of SozinTutor of Princess Zeisan,Sozin's team,Prologue,N/A,N/A
Dalisay (airbender),"Republic City,United Republic",Republicans,N/A,N/A,N/A,Green,Dark Brown,Brown,She/her,"Air Nation,Tenzin",N/A,Air,Pro-bender,Terra Triadenforcer(lapsed)Founder of Nomadic Pro-bendingBuzzard Wasps' airbender,Terra Triad(lapsed)Air NationBau Ling Buzzard Wasps,Avatar Legends: The Roleplaying Game-Republic City(only appearance),N/A,N/A
Dalja Ro,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,They/them,N/A,N/A,Fire,Military official,Admiral,Fire NationFire Nation NavyFire Nation Relief Fleet,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
The Dark One,"Yu Dao,Fire Nation colonies",Earth Kingdom,14,87AG,N/A,Dim gray,Black,Light,He/him,"Team Beifong,Sokka, Earth Kingdom,Team Avatar,Sun","Kunyo,General Old Iron,Gilak's rebels",Fire,Metalbending instructor,Metalbending master,Beifong Metalbending AcademyTeam BeifongYu Dao,The Promise Part One,Toph Beifong's Metalbending Academy,N/A
Dark spider spirit,Spirit World,Spirits,N/A,N/A,N/A,Red,Brown,Dark brown,They/them,N/A,"Tenzin,Bumi,Kya",Webbing,N/A,Spirit,Spirit World,"""Darkness Falls""(only appearance)",N/A,Grey DeLisle
Daw,"Republic City,United Republic",Republicans,N/A,N/A,N/A,Gray,Black,Brown,He/him,"Air Nation,Korra","Bison rustlers,Red Lotus,Kuvira,Earth Empire",Air,Shopkeeper,Airbender-in-training,Air Nation,"""A Breath of Fresh Air""",Turf Wars Part Three,Jim Meskimen
Dealer,"Fire Fountain City,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,N/A,Toph Beifong,Fire,Con man,N/A,N/A,"""The Runaway""(only appearance)",N/A,Joe Alaskey
Defense attorney,"Republic City,United Republic",Republicans,N/A,N/A,N/A,Gray,Gray,Light,He/him,N/A,Yakone,N/A,Lawyer,N/A,N/A,"""When Extremes Meet""(vision)","""Out of the Past""(vision)",Maurice LaMarche
Desna and Eska,"Agna Qel'a,Northern Water Tribe",Water Tribe,70,155AG,N/A,Gray blue,White,Tan,He/him(Desna)She/her(Eska),"Northern Water Tribe,Korra,Tonraq,Team Avatar,Zuko, more ...","Unalaq,Vaatu,dark spirits,Varrick,Red Lotus",Water,N/A,Chiefsof the Northern Water TribeTribal Princessof the Northern Water Tribe(Eska; formerly)Waterbending masters,Northern Water Tribe,"""Rebel Spirit""","""Remembrances""(flashback only)",Aaron Himelstein(Desna)Aubrey Plaza(Eska)
Ding,"Hama's village,Fire Nation",Fire Nation,67,33AG,N/A,Brown,White,Light,He/him,Fire Nation,Hama,Fire,Retired,N/A,N/A,"""The Puppetmaster""(only appearance)",N/A,Stu Levin
Disha,Eastern Air Temple,Air Nomad,N/A,N/A,N/A,Gray,Brown,Light,She/her,"AvatarRoku, AvatarKyoshi",N/A,Air,NunAirbending instructor,Airbending master of the Avatar,N/A,Prologue,N/A,N/A
Do,Fire Nation,Fire Nation,27,c. 510BG,483 BG,Brown,Black,Light,He/him,"Order of the White Lotus,Ayunerak,Kavik","ZongduChaisee's association,Kalyaan,Tael,Thapa",Fire,N/A,Junior member of the Order of the White LotusHead of cook staff at Bin-Er food kitchen,Order of the White Lotus,"""Previously""","""Choosing Sides""",N/A
Dock/Xu/Bushi,"Jang Hui,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,White,Light,He/him,"Team Avatar, Jang Hui,Painted Lady",GeneralMung,Fire,Ferryman(Dock)Shopkeeper(Xu)River cleaner(Bushi),N/A,Jang Hui,"""The Painted Lady""(only appearance)",N/A,Paul Eiding
Dojo master,N/A,Unknown,N/A,N/A,N/A,Amber,Dark gray,Light,They/them,"Xin Ming,Team Avatar","Fire Nation, Taowu, Bronze Boar Tigers",Guan dao,N/A,Head of thePatola Mountain RangedojoWeapons master,N/A,Avatar: Generations(only appearance),N/A,N/A
Doorman,"Republic City,United Republic",Republicans,N/A,N/A,N/A,Brown,Brown,Tan,He/him,"Amon,Equalists","Team Avatar,benders",N/A,Doorman,Equalist,Equalists(formerly),"""The Revelation""(only actual appearance)","""Peacekeepers""(picture)",Kevin Michael Richardson
Dorje (abbot),Southern Air Temple,Air Nomad,N/A,N/A,Between 305 and 296BG[2],Gray,Brown,Light,He/him,Air Nomads,N/A,Air,Abbot,Abbot of the Southern Air Temple,Air Nomads,"""The Test""(mentioned only)","""Revelations""(mentioned only)",N/A
Dragon eel spirit,Spirit World,Spirits,N/A,N/A,N/A,Yellow-red,Cardinal red,Black and puce,He/himIt/its,Spirits,N/A,N/A,N/A,Spirit,Spirit World,"""Operation Beifong""",Turf Wars Part Three,Jim Meskimen
Druk,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Red,He/him,"Zuko,Tonraq,Desna and Eska",Red Lotus,Fire,N/A,Zuko'sdragon,Fire Nation,"""Rebirth""","""The Ultimatum""",N/A
Due,Foggy Swamp Tribe,Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,He/him,"Huu,Slim,Tho, Foggy Swamp Tribe,Team Avatar, more ...",Fire Nation,Water,N/A,Waterbending master,Foggy Swamp Tribe,"""The Swamp""","""Sozin's Comet, Part 4: Avatar Aang""",Carlos Alazraqui
Duga,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,N/A,N/A,Fire,Pirate,Captain of theBurning Wave,Crimson Sails ArmadaFire Navy(formerly),Adventure Booklet:The Pirates of Crimson Sails(only appearance),N/A,N/A
The Duke,Earth Kingdom,Earth Kingdom,8,91AG,N/A,Green,Brown,Light,He/him,"Team Avatar,Hakoda,Haru,Jet,Teo,Bato,Pipsqueak,Freedom Fighters, more ...",Fire Nation,Earth,Freedom Fighter(formerly),Sentry,Earth KingdomFreedom Fighters(separated)Hakoda's forces,"""Jet""",Avatar: The Last Airbender: Quest for Balance,Mitch Holleman(inBook One: Water)Nick Swoboda(inBook Three: Fire)Nick Kishiyama(inQuest for Balance)
Earth Empire fugitives,Earth Kingdom,Fire NationWater Tribe,N/A,N/A,N/A,Brown,Black,Brown,He/him,"Bolin,Varrick","Earth Empire,Kuvira",Fire,N/A,Earth Empire prisoners(formerly),N/A,"""Reunion""","""Remembrances""",N/A
Earthbender captain,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Tan,He/him,Earth Kingdom,"Iroh,Zuko,Fire Nation",Earth,Soldier,Military captain,Earth Kingdom military,"""Winter Solstice, Part 1: The Spirit World""",Avatar: Generations,André Sogliuzzo
Earthbending academy teenagers,"Gaoling,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Pale green(boy on the left)Brown(boy on the right),Gray(boy on the left)Brown(boy on the right),Light,He/him,"Yu, Earth Kingdom",Katara,Earth,Students,Earthbending students,Earth KingdomMaster Yu's Earthbending Academy,"""The Blind Bandit""(only appearance)",N/A,Adam Wylie(boy on the left)Scott Menville(boy on the right)
Elua,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,Ozai,N/A,Fire,N/A,N/A,Fire NationFire Nation Royal Family,The Search Part One(flashback only)(only appearance),N/A,N/A
Ema,Southern Air Temple,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Bo,Chegu,Sherab,Norbu,Roku",N/A,Earth,N/A,Orphan,N/A,Adventure Booklet 2:Fire & Brimstone(only appearance),N/A,N/A
Ember Island Players,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,N/A,N/A,Fire,N/A,N/A,Fire Nation,"""The Ember Island Players""","""Sozin's Comet, Part 1: The Phoenix King""",N/A
Emerald,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Earth Kingdom,Fu Hong,Xi Chin","Jasmine Island protectors,Guiding Wind,Tsenten",Earth,Bureaucrat,Magistrate,Earth Kingdom,Uncle Iroh's Adventure Guide(only appearance),N/A,N/A
Enaka,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,She/her,N/A,N/A,Fire,Guard,Captain,N/A,Adventure Booklet 2:Fire & Brimstone(only appearance),N/A,N/A
Engineer,"Republic City,United Republic",Republicans,N/A,N/A,N/A,Gray,Gray,Tan,He/him,"Asami Sato,Future Industries",N/A,N/A,Engineer,N/A,Future Industries,"""Rebel Spirit""","""Rebirth""",Jeff Bennett
Enuk,Southern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Brown,Brown,They/them,N/A,N/A,Water,N/A,N/A,N/A,Adventure Booklet 5:Water & Mist(only appearance),N/A,N/A
Erchtei,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"Fifth Nation,Mirlon","Kyoshi,Yun,Hei-Ran,Jasmine Island protectors",Fire,Pirate,Fifth Nation sub-commander(formerly),Fifth Nation(formerly),Uncle Iroh's Adventure Guide(only appearance),N/A,N/A
Erdene,Earth Kingdom,Bhanti,N/A,N/A,N/A,Green,Black,Light,She/her,"Thi,Meeka,Dae,Bolin",N/A,Earth,N/A,N/A,N/A,Movers & Shakers(only appearance),N/A,N/A
Ezra,"Fire Nation Capital,Fire Nation",Fire Nation,N/A,N/A,N/A,Gold,Dark brown,Tan,He/him,"Rioshon,Nyanchi,Boin,Zeebee",Zianda,Fire,N/A,High-classFire Nation citizen(formerly),N/A,An Urgent Request(only appearance),N/A,N/A
Fai Lan,"Fire Nation Capital,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,"Kila,Burning Ember Gang",Rival criminals,Fire,Criminal,Leader of the Burning Ember Gang,Burning Ember Gang,Avatar Legends: The Roleplaying Game-Quickstart(only appearance),N/A,N/A
Fan,N/A,Unknown,N/A,N/A,N/A,Brown,Brown,Light,She/her,"Wei,Kinmei,Shu-Hui,June,Nyla,Iroh,Sweet Dumpling",Keung,Kama,Bounty hunter(formerly)Cartel leader andteatraderFarmer,Leader of theWuyi Tea Cartel,Her crew,The Bounty Hunter and the Tea Brewer(only appearance),N/A,N/A
Fan (merchant),Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Light tan,He/him,"Zhang,Wen",Fire Nation military,Earth,Traveling merchant,N/A,Earth Kingdom,Avatar: Generations(only appearance),N/A,N/A
Fang,Fire Nation,Fire Nation,N/A,N/A,12BG,Brown,Black,Red(blue as a spirit),He/him,"Roku, other Avatars","Sozin,Sozin's dragon",Fire,N/A,Roku'sdragon(animal guide),Spirit World,"""Winter Solstice, Part 1: The Spirit World""(as a spirit)","""The Avatar and the Fire Lord""",Dee Bradley Baker
Farmer and wife,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Brown,Light,He/him,Earth Kingdom,Appa,Earth,Farmers,N/A,N/A,"""Appa's Lost Days""(only appearance)",N/A,N/A
Fat,"Shu Jing,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Gray,Light,He/him,"Piandao,Sokka",N/A,Fire,"Butler, swordsmanship training assistant",Assistant sword trainer,N/A,"""Sokka's Master""(only appearance)",N/A,Chris Butler
Father Glowworm,Earth Kingdom,Earth Kingdom,N/A,N/A,296BG(absorbed byYun),Green,Black,Light,It/its,N/A,"Kyoshi, Yun,Jianzhu,Kuruk",Earth,N/A,Ancient spirit,Spirit World,"""The Spirit""","""Lost Friends""(flashback only)",N/A
Feishan,"Ba Sing Se,Earth Kingdom",Earth Kingdom,28,Lateera of Szeto,N/A,Green,Black,Light,She/her,Gu,"Nong,shang merchants,Gonryu,Oyaluk",Earth,N/A,Earth King,Earth Kingdom government,"""The Earth King""","""The Path Forward""",N/A
Female prison guard,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,She/her,Fire Nation,N/A,Fire,Prison guard,N/A,Fire NationBoiling RockDomestic Forces,"""The Boiling Rock, Part 1""","""The Boiling Rock, Part 2""",Courtenay Taylor
Feng,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Tan,She/her,"Iroh,Li-Mei,June",N/A,Earth,Waitress,N/A,Jasmine Dragon,"""Matcha Makers""",The Bounty Hunter and the Tea Brewer,N/A
Feng (shop owner),"Republic City,United Republic",Republicans,N/A,N/A,N/A,Brown,Black,Tan,He/him,N/A,N/A,N/A,Pet shop owner,N/A,N/A,"""Republic City Hustle: Part 2""(only appearance)",N/A,Jeff Bennett
Fengying,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,"Jasmine Island protectors,Khandro,Zeisan,Sakuru,Sukaya,Tsenten",Emerald,Fire,RevolutionarySoldier(formerly),N/A,Fire Nation military(formerly)Guiding Wind,Uncle Iroh's Adventure Guide(only appearance),N/A,N/A
Fire Nation airship captain,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"Qin Lee, Fire Nation,Fire Nation Air Force","Sokka,Toph Beifong,Suki,Earth Kingdom",Fire,N/A,Airshipcaptain,Fire Nation,"""Sozin's Comet, Part 3: Into the Inferno""(only appearance)",N/A,N/A
Fire Nation bar patron,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Dark brown,Light,He/him,His friend,"Katara,Toph Beifong",Fire,N/A,N/A,Fire Nation,"""Boys' Day Out""(only appearance)",N/A,N/A
Fire Nation bar patron's friend,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Dark brown,Light,He/him,Fire Nation bar patron,"Katara,Toph",Fire,N/A,N/A,Fire Nation,"""Boys' Day Out""(only appearance)",N/A,N/A
Fire Nation councilwoman,"Republic City,United Republic",Fire Nation,N/A,N/A,N/A,Brown,Gray,Light,She/her,"Tenzin,United Republic Council","Amon,Lieutenant,Equalists,Tarrlok",Fire,Councilwoman(formerly),Fire Nation representative to the United Republic Council(formerly)Upper-class United Republiccitizen,Fire NationUnited Republic Council(formerly),"""The Voice in the Night""","""Turning the Tides""",Mindy Sterling
Fire Nation drill sergeant,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,He/him,"Sokka(as Wang Fire),Fire Nation military","Earth Kingdom, army deserters",Fire,N/A,"Boot camp director, drill sergeant",Fire Army,"""Private Fire""(only appearance)",N/A,N/A
Fire Nation Man,"Si Wong Desert,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Brown,Tan,He/him,"Earth Rumblefighters,Xin Fu",Toph Beifong,Earth,Professional earthbending fighter,N/A,Earth Rumble,"""The Blind Bandit""(only appearance)",N/A,N/A
Fire Nation music teacher,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Dark gray,Light,He/him,"Theheadmaster,Kwan, Fire Nation",N/A,Fire,Musicteacher,N/A,Fire Nation school,"""The Headband""(only appearance)",N/A,Phil Proctor
Fire Nation train conductor,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Dark brown,Light,He/him,"Aang,Sokka,engineer, Fire Nation",Combustion Man,Fire,Fire Nation trainconductor,N/A,Fire NationFire Nation train,"""Combustion Man on a Train""(only appearance)",N/A,N/A
Fire Nation train engineer,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Dark brown,Light,He/him,"Aang,Sokka,conductor, Fire Nation",Combustion Man,Fire,Fire Nation trainengineer,N/A,Fire NationFire Nation train,"""Combustion Man on a Train""(only appearance)",N/A,N/A
Fire Navy officer,Fire Nation,Fire Nation,N/A,N/A,N/A,Dark brown,Black,Light,He/him,"AdmiralChan, Fire Nation","Team Avatar,Hakoda,Bato,Pipsqueak,The Duke, theserpent",Fire,Soldier,Officer,Fire Nation Navy,"""The Awakening""(only appearance)",N/A,Mark Hamill
